feedforward_error_probability,h,k,H1,V,E1,E_B,E_A,E_A_minus_E_B,E_B_over_E_A,phi,trace_final,initial_energy,post_alice_energy,post_noise_energy,noise_energy_delta,final_global_energy,survival_model,survival_x_column,survival_ratio,survives_positive,survives_half,readout_error_probability,noise_model,noise_strength,noise_qubit
,1.0,0.5,0.11095287744522127,-0.10715812095029548,0.003794756494925791,-0.003794756494925791,0.8944271909999154,0.8982219474948412,-0.004242666740356455,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8982219474948414,alice_bit_readout_error,readout_error_probability,-0.05228898094727594,False,False,0.27,,,
,1.0,0.5,0.10812445032047506,-0.10150126670080306,0.006623183619671999,-0.006623183619671999,0.8944271909999154,0.9010503746195874,-0.007404944400524856,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9010503746195876,alice_bit_readout_error,readout_error_probability,-0.09126264690828646,False,False,0.28,,,
,1.0,0.5,0.10529602319572888,-0.09584441245131073,0.009451610744418151,-0.009451610744418151,0.8944271909999154,0.9038788017443335,-0.010567222060693195,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9038788017443335,alice_bit_readout_error,readout_error_probability,-0.1302363128692962,False,False,0.29,,,
,1.0,0.5,0.10246759607098267,-0.09018755820181835,0.012280037869164317,-0.012280037869164317,0.8944271909999154,0.9067072288690797,-0.013729499720861548,0.1608752771983211,0.9999999999999996,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9067072288690797,alice_bit_readout_error,readout_error_probability,-0.16920997883030617,False,False,0.3,,,
,1.0,0.5,0.09963916894623642,-0.08453070395232586,0.015108464993910567,-0.015108464993910567,0.8944271909999154,0.909535655993826,-0.016891777381029996,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.909535655993826,alice_bit_readout_error,readout_error_probability,-0.20818364479131726,False,False,0.31,,,
,1.0,0.5,0.09681074182149027,-0.07887384970283343,0.017936892118656844,-0.017936892118656844,0.8944271909999154,0.9123640831185722,-0.020054055041198473,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9123640831185724,alice_bit_readout_error,readout_error_probability,-0.24715731075232875,False,False,0.32,,,
,1.0,0.5,0.09398231469674406,-0.07321699545334102,0.020765319243403038,-0.020765319243403038,0.8944271909999154,0.9151925102433185,-0.02321633270136686,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9151925102433187,alice_bit_readout_error,readout_error_probability,-0.2861309767133391,False,False,0.33,,,
,1.0,0.5,0.09115388757199788,-0.06756014120384879,0.023593746368149093,-0.023593746368149093,0.8944271909999154,0.9180209373680646,-0.02637861036153509,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9180209373680646,alice_bit_readout_error,readout_error_probability,-0.3251046426743475,False,False,0.34,,,
,1.0,0.5,0.0883254604472517,-0.06190328695435639,0.026422173492895315,-0.026422173492895315,0.8944271909999154,0.9208493644928107,-0.029540888021703505,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9208493644928109,alice_bit_readout_error,readout_error_probability,-0.3640783086353582,False,False,0.35000000000000003,,,
,1.0,0.5,0.08549703332250552,-0.05624643270486401,0.02925060061764151,-0.02925060061764151,0.8944271909999154,0.9236777916175569,-0.03270316568187189,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9236777916175569,alice_bit_readout_error,readout_error_probability,-0.40305197459636855,False,False,0.36,,,
,1.0,0.5,0.08266860619775934,-0.05058957845537161,0.03207902774238773,-0.03207902774238773,0.8944271909999154,0.9265062187423031,-0.03586544334204031,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9265062187423034,alice_bit_readout_error,readout_error_probability,-0.44202564055737925,False,False,0.37,,,
,1.0,0.5,0.07984017907301313,-0.04493272420587921,0.034907454867133925,-0.034907454867133925,0.8944271909999154,0.9293346458670493,-0.03902772100220869,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9293346458670496,alice_bit_readout_error,readout_error_probability,-0.4809993065183896,False,False,0.38,,,
,1.0,0.5,0.07701175194826694,-0.03927586995638688,0.03773588199188006,-0.03773588199188006,0.8944271909999154,0.9321630729917955,-0.042189998662377014,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9321630729917955,alice_bit_readout_error,readout_error_probability,-0.5199729724793992,False,False,0.39,,,
,1.0,0.5,0.07418332482352077,-0.033619015706894476,0.0405643091166263,-0.0405643091166263,0.8944271909999154,0.9349915001165418,-0.045352276322545446,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9349915001165416,alice_bit_readout_error,readout_error_probability,-0.55894663844041,False,False,0.4,,,
,1.0,0.5,0.07135489769877461,-0.027962161457402046,0.04339273624137256,-0.04339273624137256,0.8944271909999154,0.9378199272412879,-0.04851455398271391,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.937819927241288,alice_bit_readout_error,readout_error_probability,-0.5979203044014214,False,False,0.41000000000000003,,,
,1.0,0.5,0.0685264705740284,-0.0223053072079097,0.0462211633661187,-0.0462211633661187,0.8944271909999154,0.9406483543660341,-0.05167683164288223,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9406483543660346,alice_bit_readout_error,readout_error_probability,-0.6368939703624309,False,False,0.42,,,
,1.0,0.5,0.06569804344928216,-0.01664845295841738,0.04904959049086478,-0.04904959049086478,0.8944271909999154,0.9434767814907802,-0.0548391093030505,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9434767814907805,alice_bit_readout_error,readout_error_probability,-0.6758676363234397,False,False,0.43,,,
,1.0,0.5,0.06286961632453601,-0.010991598708925007,0.051878017615611005,-0.051878017615611005,0.8944271909999154,0.9463052086155264,-0.05800138696321891,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9463052086155264,alice_bit_readout_error,readout_error_probability,-0.7148413022844504,False,False,0.44,,,
,1.0,0.5,0.06004118919978983,-0.005334744459432633,0.0547064447403572,-0.0547064447403572,0.8944271909999154,0.9491336357402727,-0.0611636646233873,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9491336357402728,alice_bit_readout_error,readout_error_probability,-0.7538149682454608,False,False,0.45,,,
,1.0,0.5,0.057212762075043624,0.00032210979005974083,0.057534871865103365,-0.057534871865103365,0.8944271909999154,0.9519620628650187,-0.06432594228355565,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9519620628650189,alice_bit_readout_error,readout_error_probability,-0.7927886342064707,False,False,0.46,,,
,1.0,0.5,0.05438433495029743,0.005978964039552198,0.06036329898984963,-0.06036329898984963,0.8944271909999154,0.954790489989765,-0.06748821994372411,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9547904899897653,alice_bit_readout_error,readout_error_probability,-0.831762300167482,False,False,0.47000000000000003,,,
,1.0,0.5,0.05155590782555125,0.011635818289044503,0.06319172611459575,-0.06319172611459575,0.8944271909999154,0.9576189171145112,-0.07065049760389241,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9576189171145112,alice_bit_readout_error,readout_error_probability,-0.8707359661284914,False,False,0.48,,,
,1.0,0.5,0.04872748070080504,0.017292672538536905,0.06602015323934195,-0.06602015323934195,0.8944271909999154,0.9604473442392574,-0.07381277526406081,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9604473442392574,alice_bit_readout_error,readout_error_probability,-0.9097096320895017,False,False,0.49,,,
,1.0,0.5,0.045899053576058835,0.022949526788029292,0.06884858036408813,-0.06884858036408813,0.8944271909999154,0.9632757713640036,-0.07697505292422918,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9632757713640037,alice_bit_readout_error,readout_error_probability,-0.9486832980505119,False,False,0.5,,,
,1.0,0.5,0.04307062645131271,0.028606381037521625,0.07167700748883434,-0.07167700748883434,0.8944271909999154,0.9661041984887497,-0.08013733058439758,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9661041984887497,alice_bit_readout_error,readout_error_probability,-0.9876569640115224,False,False,0.51,,,
,1.0,0.5,0.040242199326566475,0.03426323528701404,0.07450543461358052,-0.07450543461358052,0.8944271909999154,0.9689326256134959,-0.08329960824456595,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9689326256134961,alice_bit_readout_error,readout_error_probability,-1.0266306299725325,False,False,0.52,,,
,1.0,0.5,0.03741377220182028,0.03992008953650643,0.07733386173832671,-0.07733386173832671,0.8944271909999154,0.9717610527382421,-0.08646188590473433,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9717610527382422,alice_bit_readout_error,readout_error_probability,-1.0656042959335428,False,False,0.53,,,
,1.0,0.5,0.03458534507707407,0.04557694378599883,0.0801622888630729,-0.0801622888630729,0.8944271909999154,0.9745894798629883,-0.08962416356490271,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9745894798629884,alice_bit_readout_error,readout_error_probability,-1.1045779618945533,False,False,0.54,,,
,1.0,0.5,0.031756917952327865,0.05123379803549126,0.08299071598781912,-0.08299071598781912,0.8944271909999154,0.9774179069877346,-0.09278644122507114,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9774179069877347,alice_bit_readout_error,readout_error_probability,-1.143551627855564,False,False,0.55,,,
,1.0,0.5,0.0289284908275817,0.056890652284983606,0.0858191431125653,-0.0858191431125653,0.8944271909999154,0.9802463341124807,-0.09594871888523951,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9802463341124809,alice_bit_readout_error,readout_error_probability,-1.182525293816574,False,False,0.56,,,
,1.0,0.5,0.026100063702835505,0.06254750653447605,0.08864757023731155,-0.08864757023731155,0.8944271909999154,0.9830747612372269,-0.09911099654540795,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9830747612372271,alice_bit_readout_error,readout_error_probability,-1.2214989597775852,False,False,0.5700000000000001,,,
,1.0,0.5,0.023271636578089352,0.0682043607839682,0.09147599736205755,-0.09147599736205755,0.8944271909999154,0.985903188361973,-0.10227327420557612,0.1608752771983211,0.9999999999999996,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9859031883619729,alice_bit_readout_error,readout_error_probability,-1.2604726257385928,False,False,0.58,,,
,1.0,0.5,0.020443209453343145,0.07386121503346076,0.0943044244868039,-0.0943044244868039,0.8944271909999154,0.9887316154867193,-0.10543555186574467,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9887316154867196,alice_bit_readout_error,readout_error_probability,-1.2994462916996052,False,False,0.59,,,
,1.0,0.5,0.017614782328596965,0.07951806928295303,0.09713285161155,-0.09713285161155,0.8944271909999154,0.9915600426114655,-0.10859782952591296,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9915600426114656,alice_bit_readout_error,readout_error_probability,-1.3384199576606142,False,False,0.6,,,
,1.0,0.5,0.01478635520385077,0.0851749235324455,0.09996127873629627,-0.09996127873629627,0.8944271909999154,0.9943884697362116,-0.11176010718608143,0.1608752771983211,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9943884697362119,alice_bit_readout_error,readout_error_probability,-1.3773936236216258,False,False,0.61,,,
,1.0,0.5,0.011957928079104549,0.09083177778193784,0.10278970586104239,-0.10278970586104239,0.8944271909999154,0.9972168968609578,-0.11492238484624973,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9972168968609579,alice_bit_readout_error,readout_error_probability,-1.416367289582635,False,False,0.62,,,
,1.0,0.5,0.009129500954358369,0.09648863203143021,0.10561813298578858,-0.10561813298578858,0.8944271909999154,1.000045323985704,-0.11808466250641811,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0000453239857041,alice_bit_readout_error,readout_error_probability,-1.4553409555436452,False,False,0.63,,,
,1.0,0.5,0.006301073829612175,0.10214548628092253,0.1084465601105347,-0.1084465601105347,0.8944271909999154,1.0028737511104502,-0.12124694016658641,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0028737511104502,alice_bit_readout_error,readout_error_probability,-1.4943146215046545,False,False,0.64,,,
,1.0,0.5,0.003472646704865981,0.10780234053041504,0.11127498723528102,-0.11127498723528102,0.8944271909999154,1.0057021782351965,-0.12440921782675494,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0057021782351965,alice_bit_readout_error,readout_error_probability,-1.5332882874656666,False,False,0.65,,,
,1.0,0.5,0.0006442195801198008,0.11345919477990735,0.11410341436002715,-0.11410341436002715,0.8944271909999154,1.0085306053599425,-0.12757149548692326,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0085306053599425,alice_bit_readout_error,readout_error_probability,-1.572261953426676,False,False,0.66,,,
,1.0,0.5,-0.002184207544626393,0.11911604902939976,0.11693184148477337,-0.11693184148477337,0.8944271909999154,1.0113590324846888,-0.13073377314709167,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.011359032484689,alice_bit_readout_error,readout_error_probability,-1.6112356193876867,False,False,0.67,,,
,1.0,0.5,-0.005012634669372587,0.12477290327889215,0.11976026860951956,-0.11976026860951956,0.8944271909999154,1.014187459609435,-0.13389605080726005,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0141874596094351,alice_bit_readout_error,readout_error_probability,-1.6502092853486972,False,False,0.68,,,
,1.0,0.5,-0.007841061794118767,0.1304297575283846,0.12258869573426583,-0.12258869573426583,0.8944271909999154,1.0170158867341812,-0.13705832846742852,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0170158867341816,alice_bit_readout_error,readout_error_probability,-1.6891829513097083,False,False,0.6900000000000001,,,
,1.0,0.5,-0.010669488918864961,0.13608661177787693,0.12541712285901196,-0.12541712285901196,0.8944271909999154,1.0198443138589273,-0.14022060612759685,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0198443138589275,alice_bit_readout_error,readout_error_probability,-1.728156617270718,False,False,0.7000000000000001,,,
,1.0,0.5,-0.013497916043611127,0.1417434660273692,0.1282455499837581,-0.1282455499837581,0.8944271909999154,1.0226727409836736,-0.14338288378776515,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0226727409836736,alice_bit_readout_error,readout_error_probability,-1.7671302832317273,False,False,0.71,,,
,1.0,0.5,-0.016326343168357335,0.14740032027686167,0.13107397710850432,-0.13107397710850432,0.8944271909999154,1.0255011681084198,-0.1465451614479336,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.02550116810842,alice_bit_readout_error,readout_error_probability,-1.8061039491927382,False,False,0.72,,,
,1.0,0.5,-0.01915477029310353,0.15305717452635403,0.1339024042332505,-0.1339024042332505,0.8944271909999154,1.028329595233166,-0.14970743910810194,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0283295952331664,alice_bit_readout_error,readout_error_probability,-1.8450776151537485,False,False,0.73,,,
,1.0,0.5,-0.021983197417849695,0.15871402877584637,0.13673083135799668,-0.13673083135799668,0.8944271909999154,1.031158022357912,-0.15286971676827033,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0311580223579122,alice_bit_readout_error,readout_error_probability,-1.8840512811147585,False,False,0.74,,,
,1.0,0.5,-0.024811624542595875,0.16437088302533878,0.13955925848274292,-0.13955925848274292,0.8944271909999154,1.0339864494826583,-0.15603199442843874,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0339864494826585,alice_bit_readout_error,readout_error_probability,-1.9230249470757694,False,False,0.75,,,
,1.0,0.5,-0.02764005166734207,0.17002773727483117,0.1423876856074891,-0.1423876856074891,0.8944271909999154,1.0368148766074046,-0.15919427208860712,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0368148766074046,alice_bit_readout_error,readout_error_probability,-1.9619986130367795,False,False,0.76,,,
,1.0,0.5,-0.030468478792088305,0.17568459152432356,0.14521611273223525,-0.14521611273223525,0.8944271909999154,1.0396433037321506,-0.16235654974877545,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.039643303732151,alice_bit_readout_error,readout_error_probability,-2.0009722789977893,False,False,0.77,,,
,1.0,0.5,-0.033296905916834485,0.18134144577381586,0.14804453985698138,-0.14804453985698138,0.8944271909999154,1.0424717308568967,-0.16551882740894377,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0424717308568967,alice_bit_readout_error,readout_error_probability,-2.0399459449587987,False,False,0.78,,,
,1.0,0.5,-0.03612533304158069,0.1869983000233083,0.1508729669817276,-0.1508729669817276,0.8944271909999154,1.045300157981643,-0.16868110506911219,0.1608752771983211,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0453001579816432,alice_bit_readout_error,readout_error_probability,-2.07891961091981,False,False,0.79,,,
,1.0,0.5,-0.03895376016632687,0.19265515427280067,0.1537013941064738,-0.1537013941064738,0.8944271909999154,1.0481285851063893,-0.17184338272928057,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0481285851063893,alice_bit_readout_error,readout_error_probability,-2.1178932768808196,False,False,0.8,,,
,1.0,0.5,-0.04178218729107307,0.19831200852229308,0.15652982123122,-0.15652982123122,0.8944271909999154,1.0509570122311354,-0.17500566038944895,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0509570122311356,alice_bit_readout_error,readout_error_probability,-2.1568669428418303,False,False,0.81,,,
,1.0,0.5,-0.04461061441581926,0.2039688627717855,0.15935824835596624,-0.15935824835596624,0.8944271909999154,1.0537854393558816,-0.1781679380496174,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.053785439355882,alice_bit_readout_error,readout_error_probability,-2.195840608802841,False,False,0.8200000000000001,,,
,1.0,0.5,-0.04743904154056544,0.2096257170212778,0.16218667548071236,-0.16218667548071236,0.8944271909999154,1.0566138664806277,-0.18133021570978572,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0566138664806277,alice_bit_readout_error,readout_error_probability,-2.2348142747638504,False,False,0.8300000000000001,,,
,1.0,0.5,-0.05026746866531162,0.21528257127077016,0.16501510260545854,-0.16501510260545854,0.8944271909999154,1.059442293605374,-0.18449249336995407,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.059442293605374,alice_bit_readout_error,readout_error_probability,-2.2737879407248607,False,False,0.84,,,
,1.0,0.5,-0.053095895790057815,0.22093942552026255,0.16784352973020472,-0.16784352973020472,0.8944271909999154,1.06227072073012,-0.18765477103012246,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0622707207301203,alice_bit_readout_error,readout_error_probability,-2.312761606685871,False,False,0.85,,,
,1.0,0.5,-0.05592432291480399,0.2265962797697549,0.17067195685495093,-0.17067195685495093,0.8944271909999154,1.0650991478548664,-0.19081704869029084,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0650991478548664,alice_bit_readout_error,readout_error_probability,-2.351735272646881,False,False,0.86,,,
,1.0,0.5,-0.058752750039550196,0.2322531340192473,0.1735003839796971,-0.1735003839796971,0.8944271909999154,1.0679275749796124,-0.19397932635045922,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0679275749796127,alice_bit_readout_error,readout_error_probability,-2.3907089386078915,False,False,0.87,,,
,1.0,0.5,-0.061581177164296355,0.2379099882687397,0.17632881110444337,-0.17632881110444337,0.8944271909999154,1.0707560021043587,-0.1971416040106277,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0707560021043587,alice_bit_readout_error,readout_error_probability,-2.4296826045689026,False,False,0.88,,,
,1.0,0.5,-0.06440960428904258,0.2435668425182321,0.17915723822918952,-0.17915723822918952,0.8944271909999154,1.073584429229105,-0.20030388167079602,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0735844292291052,alice_bit_readout_error,readout_error_probability,-2.4686562705299124,False,False,0.89,,,
,1.0,0.5,-0.06723803141378874,0.24922369676772443,0.18198566535393568,-0.18198566535393568,0.8944271909999154,1.076412856353851,-0.20346615933096435,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.076412856353851,alice_bit_readout_error,readout_error_probability,-2.5076299364909223,False,False,0.9,,,
,1.0,0.5,-0.07006645853853496,0.25488055101721685,0.18481409247868189,-0.18481409247868189,0.8944271909999154,1.0792412834785974,-0.20662843699113276,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0792412834785976,alice_bit_readout_error,readout_error_probability,-2.546603602451933,False,False,0.91,,,
,1.0,0.5,-0.07289488566328114,0.2605374052667092,0.18764251960342807,-0.18764251960342807,0.8944271909999154,1.0820697106033434,-0.2097907146513011,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0820697106033434,alice_bit_readout_error,readout_error_probability,-2.5855772684129428,False,False,0.92,,,
,1.0,0.5,-0.07572331278802735,0.2661942595162017,0.19047094672817433,-0.19047094672817433,0.8944271909999154,1.0848981377280897,-0.21295299231146958,0.1608752771983211,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.08489813772809,alice_bit_readout_error,readout_error_probability,-2.6245509343739544,False,False,0.93,,,
,1.0,0.5,-0.07855173991277353,0.27185111376569404,0.1932993738529205,-0.1932993738529205,0.8944271909999154,1.087726564852836,-0.21611526997163796,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0877265648528363,alice_bit_readout_error,readout_error_probability,-2.6635246003349646,False,False,0.9400000000000001,,,
,1.0,0.5,-0.08138016703751974,0.2775079680151864,0.19612780097766666,-0.19612780097766666,0.8944271909999154,1.090554991977582,-0.2192775476318063,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0905549919775823,alice_bit_readout_error,readout_error_probability,-2.702498266295974,False,False,0.9500000000000001,,,
,1.0,0.5,-0.08420859416226587,0.28316482226467865,0.19895622810241279,-0.19895622810241279,0.8944271909999154,1.0933834191023282,-0.22243982529197462,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.093383419102328,alice_bit_readout_error,readout_error_probability,-2.7414719322569834,False,False,0.96,,,
,1.0,0.5,-0.0870370212870121,0.2888216765141712,0.20178465522715908,-0.20178465522715908,0.8944271909999154,1.0962118462270745,-0.2256021029521431,0.1608752771983211,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0962118462270747,alice_bit_readout_error,readout_error_probability,-2.7804455982179954,False,False,0.97,,,
,1.0,0.5,-0.08986544841175827,0.2944785307636635,0.20461308235190523,-0.20461308235190523,0.8944271909999154,1.0990402733518208,-0.22876438061231144,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0990402733518208,alice_bit_readout_error,readout_error_probability,-2.819419264179005,False,False,0.98,,,
,1.0,0.5,-0.09269387553650446,0.30013538501315584,0.20744150947665138,-0.20744150947665138,0.8944271909999154,1.1018687004765668,-0.23192665827247977,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.1018687004765673,alice_bit_readout_error,readout_error_probability,-2.8583929301400146,False,False,0.99,,,
,1.0,0.5,-0.09552230266125068,0.3057922392626482,0.21026993660139753,-0.21026993660139753,0.8944271909999154,1.104697127601313,-0.23508893593264812,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.1046971276013133,alice_bit_readout_error,readout_error_probability,-2.8973665961010244,False,False,1.0,,,
,1.0,0.5,0.18732040981336842,-0.25989318568658965,-0.07257277587322122,0.07257277587322122,0.8944271909999154,0.8218544151266942,0.0811388300841897,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8218544151266944,bob_dephasing,noise_strength,1.0,True,True,,dephasing,0.0,1.0
,1.0,0.5,0.18449198268862213,-0.25140790431235105,-0.06691592162372892,0.06691592162372892,0.8944271909999154,0.8275112693761865,0.07481427476385302,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.9033714629099148,0.008944271909999357,0.8275112693761868,bob_dephasing,noise_strength,0.9220526680779805,True,True,,dephasing,0.01,1.0
,1.0,0.5,0.18166355556387595,-0.2429226229381125,-0.06125906737423656,0.06125906737423656,0.8944271909999154,0.8331681236256788,0.06848971944351628,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.9123157348199139,0.017888543819998493,0.833168123625679,bob_dephasing,noise_strength,0.8441053361559602,True,True,,dephasing,0.02,1.0
,1.0,0.5,0.1788351284391298,-0.23443734156387402,-0.055602213124744226,0.055602213124744226,0.8944271909999154,0.8388249778751712,0.06216516412317957,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.9212600067299129,0.026832815729997517,0.8388249778751715,bob_dephasing,noise_strength,0.7661580042339403,True,True,,dephasing,0.03,1.0
